Title,DOI
How to Grow Xenopus laevis Tadpole Stages to Adult,10.1101/pdb.prot106245
Mathematics in biological reality: The emergence of natural computation in living systems,10.1016/j.biosystems.2021.104395
The drawbridge of nature: Evolutionary complexification as a generation and novel interpretation of coding systems,10.1016/j.biosystems.2021.104454
Neutrobots smuggle drugs across biological barriers,10.1126/scirobotics.abh0286
Novel synthetic biology approaches for developmental systems,10.1016/j.stemcr.2021.04.007
Distinctive pattern of left-right asymmetry of ovarian benign teratomas in Chinese population: a 12-year-long cross-sectional study,10.1007/s00404-020-05864-0
Mathematical modeling of Erk activity waves in regenerating zebrafish scales,10.1016/j.bpj.2021.05.004
Bioelectric signaling as a unique regulator of development and regeneration,10.1242/dev.180794
Spontaneous electrical low-frequency oscillations: a possible role in Hydra and all living systems,10.1098/rstb.2019.0763
Cancer-Associated Fibroblasts Promote Aggressive Gastric Cancer Phenotypes via Heat Shock Factor 1-Mediated Secretion of Extracellular Vesicles,10.1158/0008-5472.CAN-20-2756
Human Brain Surrogates Research: The Onrushing Ethical Dilemma,10.1080/15265161.2020.1845853
The road towards understanding embodied decisions,10.1016/j.neubiorev.2021.09.034
Memory shapes microbial populations,10.1371/journal.pcbi.1009431
Permutation Entropy as a Universal Disorder Criterion: How Disorders at Different Scale Levels Are Manifestations of the Same Underlying Principle,10.3390/e23121701
Bioengineering Self-Organizing Signaling Centers to Control Embryoid Body Pattern Elaboration,10.1021/acssynbio.1c00060
Evolutionary transitions in learning and cognition,10.1098/rstb.2019.0766
C. elegans discriminates colors to guide foraging,10.1126/science.abd3010
Reconsidering the evidence for learning in single cells,10.7554/eLife.61907
Clone-structured graph representations enable flexible learning and vicarious evaluation of cognitive maps,10.1038/s41467-021-22559-5
Machine learning and applications in ultrafast photonics,10.1038/s41566-020-00716-4
The Gene Ontology resource: enriching a GOld mine,10.1093/nar/gkaa1113
The hoverfly and the wasp: A critique of the hallmarks of aging as a paradigm,10.1016/j.arr.2021.101407
Rethinking organoid technology through bioengineering,10.1038/s41563-020-00804-4
Evidence of nigericin as a potential therapeutic candidate for cancers: A review,10.1016/j.biopha.2021.111262
Regenerative Peripheral Nerve Interfaces for the Treatment and Prevention of Neuromas and Neuroma Pain,10.1016/j.hcl.2021.05.003
A Floating Mold Technique for the Programmed Assembly of Protocells into Protocellular Materials Capable of Non-Equilibrium Biochemical Sensing,10.1002/adma.202100340
Human brain organoids assemble functionally integrated bilateral optic vesicles,10.1016/j.stem.2021.07.010
Bioelectric signaling and the control of cardiac cell identity in response to mechanical forces,10.1126/science.abc6229
Active Inferants: An Active Inference Framework for Ant Colony Behavior,10.3389/fnbeh.2021.647732
Minimal physicalism as a scale-free substrate for cognition and consciousness,10.1093/nc/niab013
Biological insights into the rapid tissue regeneration of freshwater crayfish and crustaceans,10.1002/cbf.3653
Is prediction nothing more than multi-scale pattern completion of the future?,10.1016/j.brainres.2021.147578
Xenopus leads the way: Frogs as a pioneering model to understand the human brain,10.1002/dvg.23405
Live Imaging of Cytoskeletal Dynamics in Embryonic Xenopus laevis Growth Cones and Neural Crest Cells,10.1101/pdb.prot104463
Membrane potential regulates Hedgehog signalling in the Drosophila wing imaginal disc,10.15252/embr.202051861
"Digital logic gates in soft, conductive mechanical metamaterials",10.1038/s41467-021-21920-y
Development in a Dish-In Vitro Models of Mammalian Embryonic Development,10.3389/fcell.2021.655993
Synthetic living machines: A new window on life,10.1016/j.isci.2021.102505
The Defensive Activation Theory: REM Sleep as a Mechanism to Prevent Takeover of the Visual Cortex,10.3389/fnins.2021.632853
Synthetic Lateral Inhibition in Periodic Pattern Forming Microbial Colonies,10.1021/acssynbio.0c00318
Toward a living soft microrobot through optogenetic locomotion control of Caenorhabditis elegans,10.1126/scirobotics.abe3950
Understanding the tumor-immune microenvironment in prostate cancer,10.1097/CCO.0000000000000719
Coupled oscillators coordinate collective germline growth,10.1016/j.devcel.2021.02.015
"A community perspective on the concept of marine holobionts: current status, challenges, and future directions",10.7717/peerj.10911
Mapping parameter spaces of biological switches,10.1371/journal.pcbi.1008711
Trading accuracy for speed over the course of a decision,10.1152/jn.00038.2021
Biological Prescience: The Role of Anticipation in Organismal Processes,10.3389/fphys.2021.672457
Control of osteoblast regeneration by a train of Erk activity waves,10.1038/s41586-020-03085-8
Retinoic acid treatment recruits macrophages and increases axonal regeneration after optic nerve injury in the frog Rana pipiens,10.1371/journal.pone.0255196
Proximal digit tip amputation initiates simultaneous blastema and transient fibrosis formation and results in partial regeneration,10.1111/wrr.12856
"Imaging Methods in Xenopus Cells, Embryos, and Tadpoles",10.1101/pdb.top105627
Direct Current Electric Stimulation Alters the Frequency and the Distribution of Mitotic Cells in Planarians,10.1089/bioe.2020.0026
Centimeter-scale quorum sensing dictates collective survival of differentiating embryonic stem cells,10.1101/2020.12.20.423651
Effect of Mindfulness Meditation on Intraocular Pressure and Trabecular Meshwork Gene Expression: A Randomized Controlled Trial,10.1016/j.ajo.2020.10.012
Selective time-dependent changes in activity and cell-specific gene expression in human postmortem brain,10.1038/s41598-021-85801-6
Diversity and function of motile ciliated cell types within ependymal lineages of the zebrafish brain,10.1016/j.celrep.2021.109775
Novelty and imitation within the brain: a Darwinian neurodynamic approach to combinatorial problems,10.1038/s41598-021-91489-5
Slight up-regulation of Kir2.1 channel promotes endothelial progenitor cells to transdifferentiate into a pericyte phenotype by Akt/mTOR/Snail pathway,10.1111/jcmm.16944
Amphibian regeneration and mammalian cancer: Similarities and contrasts from an evolutionary biology perspective: Comparing the regenerative potential of mammalian embryos and urodeles to develop effective strategies against human cancer,10.1002/bies.202000339
Machine learning risk prediction of mortality for patients undergoing surgery with perioperative SARS-CoV-2: the COVIDSurg mortality score,10.1093/bjs/znab183
Exploratory polarization facilitates mating partner selection in Saccharomyces cerevisiae,10.1091/mbc.E21-02-0068
Voltage-dependent conformational changes of Kv1.3 channels activate cell proliferation,10.1002/jcp.30170
Low rattling: A predictive principle for self-organization in active collectives,10.1126/science.abc6182
Chambers for Culturing and Immobilizing Xenopus Embryos and Organotypic Explants for Live Imaging,10.1101/pdb.prot107649
Kv1.1 channels regulate early postnatal neurogenesis in mouse hippocampus via the TrkB signaling pathway,10.7554/eLife.58779
Externally triggered release of growth factors - A tissue regeneration approach,10.1016/j.jconrel.2021.02.015
A survey on adversarial attacks and defences,10.1049/cit2.12028
Morphology changes induced by intercellular gap junction blocking: A reaction-diffusion mechanism,10.1016/j.biosystems.2021.104511
Endogenous Electric Signaling as a Blueprint for Conductive Materials in Tissue Engineering,10.1089/bioe.2020.0027
Philosophy is Still Missing from the Human-Mouse Chimera Debate,10.1080/15265161.2020.1845856
A connexin/ifi30 pathway bridges HSCs with their niche to dampen oxidative stress,10.1038/s41467-021-24831-0
"Goal Directedness, Chemical Organizations, and Cybernetic Mechanisms",10.3390/e23081039
"On the road to the brain-on-a-chip: a review on strategies, methods, and applications",10.1088/1741-2552/ac15e4
Recapitulating macro-scale tissue self-organization through organoid bioprinting,10.1038/s41563-020-00803-5
Fluid Mechanics of Mosaic Ciliated Tissues,10.1103/PhysRevLett.127.198102
Living Things Are Not (20th Century) Machines: Updating Mechanism Metaphors in Light of the Modern Science of Machine Behavior,10.3389/fevo.2021.650726
Surgical prevention of terminal neuroma and phantom limb pain: a literature review,10.5999/aps.2020.02180
A cellular platform for the development of synthetic living machines,10.1126/scirobotics.abf1571
Gene Regulatory Networks Exhibit Several Kinds of Memory: Quantification of Memory in Biological and Random Transcriptional Networks,https://doi.org/10.1016/j.isci.2021.102131
Tissue Regeneration: The Dark Side of Opioids,10.3390/ijms22147336
Place cells may simply be memory cells: Memory compression leads to spatial tuning and history dependence,10.1073/pnas.2018422118
Small Molecule-Protein Hybrid for Voltage Imaging via Quenching of Bioluminescence,10.1021/acssensors.1c00058
Single cortical neurons as deep artificial neural networks,10.1016/j.neuron.2021.07.002
Embedded Brain Computer Interface: State-of-the-Art in Research,10.3390/s21134293
At What Cost? Trade-Offs and Influences on Energetic Investment in Tail Regeneration in Lizards Following Autotomy,10.3390/jdb9040053
Cellular and organismal agency - Not based on genes: A comment on Baverstock,10.1016/j.pbiomolbio.2021.11.001
CBC-Clock Theory of Life - Integration of cellular circadian clocks and cellular sentience is essential for cognitive basis of life,10.1002/bies.202100121
Biomolecular Basis of Cellular Consciousness via Subcellular Nanobrains,10.3390/ijms22052545
Evolution of memory system-related genes,10.1002/2211-5463.13224
Appendage regeneration is context dependent at the cellular level,10.1098/rsob.210126
A robotic prebiotic chemist probes long term reactions of complexifying mixtures,10.1038/s41467-021-23828-z
Identification of fluoxetine as a direct NLRP3 inhibitor to treat atrophic macular degeneration,10.1073/pnas.2102975118
Regeneration of Planarian Auricles and Reestablishment of Chemotactic Ability,10.3389/fcell.2021.777951
Global constraints within the developmental program of the Drosophila wing,10.7554/eLife.66750
Evolution of the Vagus Nerve Stimulation (VNS) Therapy System Technology for Drug-Resistant Epilepsy,10.3389/fmedt.2021.696543
Behaviorist approaches to investigating memory and learning: A primer for synthetic biology and bioengineering,10.1080/19420889.2021.2005863
"A conserved strategy for inducing appendage regeneration in moon jellyfish, Drosophila, and mice",10.7554/eLife.65092
Defined diets for freshwater planarians,10.1002/dvdy.400
Antidepressant sertraline impairs the induced morphological defense of Ceriodaphnia cornuta in response to Chaoborus larvae kairomone,10.1016/j.envpol.2020.115092
Biomedical applications of electrical stimulation,10.1007/s00018-019-03446-1
SCHEEPDOG: Programming Electric Cues to Dynamically Herd Large-Scale Cell Migration,10.1016/j.cels.2020.05.009
Inference of Multisite Phosphorylation Rate Constants and Their Modulation by Pathogenic Mutations,10.1016/j.cub.2019.12.052
"Model for self-replicating, self-assembling electric circuits with self-controlled growth",10.1103/physrevresearch.2.033165
Outcomes of Sentinel Lymph Node Biopsy Using Blue Dye Method for Early Breast Cancer - A Single-Institution Experience in the Philippines,10.2147/BCTT.S242115
Effects of Microstripe Geometry on Guided Cell Migration,10.1021/acsami.0c05024
Effect of static magnetic field on DNA synthesis: The interplay between DNA chirality and magnetic field left-right asymmetry,10.1096/fba.2019-00045
